SP Name,Service Name,Tariff,Short Code,Opt-In,Opt-Out,Out Of Balance,Charged Units,Total Revenue,Date
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,5,509,991,"297,300.00 IQD",8/1/2024
Dharam,Footballer Stars Club,300 IQD,4054,2,13,0,0,0.00 IQD,8/1/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,121,115,"34,500.00 IQD",8/1/2024
Gamester,TinyMinies,300 IQD,4054,0,1,57,105,"31,500.00 IQD",8/1/2024
Qadisha,books shelf,300 IQD,4054,0,20,1371,1307,"392,100.00 IQD",8/1/2024
Costar,Magic Games,300 IQD,4054,0,3,301,456,"136,800.00 IQD",8/1/2024
Megamaynd,High Fives,300 IQD,4054,0,0,115,308,"92,400.00 IQD",8/1/2024
Forest,Plat-Games,300 IQD,4054,0,2,97,125,"37,500.00 IQD",8/1/2024
Cookies,Play and Play,400 IQD,4054,0,4,292,198,"79,200.00 IQD",8/1/2024
Hyve,Fantasy5,400 IQD,4054,0,0,24,12,"4,800.00 IQD",8/1/2024
Grand Technology,Games Zone,300 IQD,4054,0,2,204,248,"74,400.00 IQD",8/1/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/1/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,5,1,300.00 IQD,8/1/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,4,"1,200.00 IQD",8/1/2024
window-tech,Excel Tips & Tricks - GBOnline,300 IQD,4068,0,1,0,0,0.00 IQD,8/1/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/1/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/1/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/1/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/1/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/1/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/1/2024
